image_id,image_path,canonical_class,class_id,crop,source_dataset,width,height,original_filename,mask_path
img_00000053,images/img_00000053.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,57y.jpg,
img_00000054,images/img_00000054.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,203y.jpg,
img_00000055,images/img_00000055.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,163y.jpg,
img_00000056,images/img_00000056.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,191y.jpg,
img_00000057,images/img_00000057.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,71y.jpg,
img_00000058,images/img_00000058.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,87y.jpg,
img_00000059,images/img_00000059.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,84y.jpg,
img_00000060,images/img_00000060.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,40y.jpg,
img_00000061,images/img_00000061.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,157y.jpg,
img_00000062,images/img_00000062.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,107y.jpg,
img_00000063,images/img_00000063.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,117y.jpg,
img_00000064,images/img_00000064.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,180y.jpg,
img_00000065,images/img_00000065.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,28y.jpg,
img_00000066,images/img_00000066.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,139y.jpg,
img_00000067,images/img_00000067.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,89y.jpg,
img_00000068,images/img_00000068.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,205y.jpg,
img_00000069,images/img_00000069.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,48y.jpg,
img_00000070,images/img_00000070.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,165y.jpg,
img_00000071,images/img_00000071.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,90y.jpg,
img_00000072,images/img_00000072.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,74y.jpg,
img_00000073,images/img_00000073.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,25y.jpg,
img_00000074,images/img_00000074.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,55y.jpg,
img_00000075,images/img_00000075.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,158y.jpg,
img_00000076,images/img_00000076.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,95y.jpg,
img_00000077,images/img_00000077.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,9y.jpg,
img_00000078,images/img_00000078.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,118y.jpg,
img_00000079,images/img_00000079.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,132y.jpg,
img_00000080,images/img_00000080.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,112y.jpg,
img_00000081,images/img_00000081.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,59y.jpg,
img_00000082,images/img_00000082.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,128y.jpg,
img_00000083,images/img_00000083.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,61y.jpg,
img_00000084,images/img_00000084.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,36y.jpg,
img_00000085,images/img_00000085.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,15y.jpg,
img_00000086,images/img_00000086.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,214y.jpg,
img_00000087,images/img_00000087.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,60y.jpg,
img_00000088,images/img_00000088.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,99y.jpg,
img_00000089,images/img_00000089.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,175y.jpg,
img_00000090,images/img_00000090.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,153y.jpg,
img_00000091,images/img_00000091.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,200y.jpg,
img_00000092,images/img_00000092.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,204y.jpg,
img_00000093,images/img_00000093.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,189y.jpg,
img_00000094,images/img_00000094.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,171y.jpg,
img_00000095,images/img_00000095.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,82y.jpg,
img_00000096,images/img_00000096.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,24y.jpg,
img_00000097,images/img_00000097.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,101y.jpg,
img_00000098,images/img_00000098.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,223y.jpg,
img_00000099,images/img_00000099.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,197y.jpg,
img_00000100,images/img_00000100.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,114y.jpg,
img_00000101,images/img_00000101.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,79y.jpg,
img_00000102,images/img_00000102.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,209y.jpg,
img_00000103,images/img_00000103.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,210y.jpg,
img_00000104,images/img_00000104.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,35y.jpg,
img_00000105,images/img_00000105.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,23y.jpg,
img_00000106,images/img_00000106.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,38y.jpg,
img_00000107,images/img_00000107.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,146y.jpg,
img_00000108,images/img_00000108.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,96y.jpg,
img_00000109,images/img_00000109.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,13y.jpg,
img_00000110,images/img_00000110.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,54y.jpg,
img_00000111,images/img_00000111.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,30y.jpg,
img_00000112,images/img_00000112.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,140y.jpg,
img_00000113,images/img_00000113.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,217y.jpg,
img_00000114,images/img_00000114.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,208y.jpg,
img_00000115,images/img_00000115.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,136y.jpg,
img_00000116,images/img_00000116.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,179y.jpg,
img_00000117,images/img_00000117.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,17y.jpg,
img_00000118,images/img_00000118.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,70y.jpg,
img_00000119,images/img_00000119.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,201y.jpg,
img_00000120,images/img_00000120.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,188y.jpg,
img_00000121,images/img_00000121.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,22y.jpg,
img_00000122,images/img_00000122.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,21y.jpg,
img_00000123,images/img_00000123.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,104y.jpg,
img_00000124,images/img_00000124.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,93y.jpg,
img_00000125,images/img_00000125.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,29y.jpg,
img_00000126,images/img_00000126.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,131y.jpg,
img_00000127,images/img_00000127.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,219y.jpg,
img_00000128,images/img_00000128.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,100y.jpg,
img_00000129,images/img_00000129.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,138y.jpg,
img_00000130,images/img_00000130.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,12y.jpg,
img_00000131,images/img_00000131.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,7y.jpg,
img_00000132,images/img_00000132.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,41y.jpg,
img_00000133,images/img_00000133.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,80y.jpg,
img_00000134,images/img_00000134.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,116y.jpg,
img_00000135,images/img_00000135.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,39y.jpg,
img_00000136,images/img_00000136.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,52y.jpg,
img_00000137,images/img_00000137.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,168y.jpg,
img_00000138,images/img_00000138.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,78y.jpg,
img_00000139,images/img_00000139.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,129y.jpg,
img_00000140,images/img_00000140.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,115y.jpg,
img_00000141,images/img_00000141.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,156y.jpg,
img_00000142,images/img_00000142.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,176y.jpg,
img_00000143,images/img_00000143.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,154y.jpg,
img_00000144,images/img_00000144.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,37y.jpg,
img_00000145,images/img_00000145.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,64y.jpg,
img_00000146,images/img_00000146.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,53y.jpg,
img_00000147,images/img_00000147.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,42y.jpg,
img_00000148,images/img_00000148.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,18y.jpg,
img_00000149,images/img_00000149.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,6y.jpg,
img_00000150,images/img_00000150.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,148y.jpg,
img_00000151,images/img_00000151.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,3y.jpg,
img_00000152,images/img_00000152.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,221y.jpg,
img_00000153,images/img_00000153.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,173y.jpg,
img_00000154,images/img_00000154.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,103y.jpg,
img_00000155,images/img_00000155.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,182y.jpg,
img_00000156,images/img_00000156.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,50y.jpg,
img_00000157,images/img_00000157.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,2y.jpg,
img_00000158,images/img_00000158.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,181y.jpg,
img_00000159,images/img_00000159.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,194y.jpg,
img_00000160,images/img_00000160.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,186y.jpg,
img_00000161,images/img_00000161.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,120y.jpg,
img_00000162,images/img_00000162.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,94y.jpg,
img_00000163,images/img_00000163.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,123y.jpg,
img_00000164,images/img_00000164.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,20y.jpg,
img_00000165,images/img_00000165.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,44y.jpg,
img_00000166,images/img_00000166.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,206y.jpg,
img_00000167,images/img_00000167.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,130y.jpg,
img_00000168,images/img_00000168.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,190y.jpg,
img_00000169,images/img_00000169.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,127y.jpg,
img_00000170,images/img_00000170.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,81y.jpg,
img_00000171,images/img_00000171.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,8y.jpg,
img_00000172,images/img_00000172.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,106y.jpg,
img_00000173,images/img_00000173.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,92y.jpg,
img_00000174,images/img_00000174.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,56y.jpg,
img_00000175,images/img_00000175.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,207y.jpg,
img_00000176,images/img_00000176.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,66y.jpg,
img_00000177,images/img_00000177.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,67y.jpg,
img_00000178,images/img_00000178.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,199y.jpg,
img_00000179,images/img_00000179.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,72y.jpg,
img_00000180,images/img_00000180.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,193y.jpg,
img_00000181,images/img_00000181.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,68y.jpg,
img_00000182,images/img_00000182.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,26y.jpg,
img_00000183,images/img_00000183.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,10y.jpg,
img_00000184,images/img_00000184.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,91y.jpg,
img_00000185,images/img_00000185.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,183y.jpg,
img_00000186,images/img_00000186.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,47y.jpg,
img_00000187,images/img_00000187.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,58y.jpg,
img_00000188,images/img_00000188.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,77y.jpg,
img_00000189,images/img_00000189.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,170y.jpg,
img_00000190,images/img_00000190.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,145y.jpg,
img_00000191,images/img_00000191.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,62y.jpg,
img_00000192,images/img_00000192.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,133y.jpg,
img_00000193,images/img_00000193.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,83y.jpg,
img_00000194,images/img_00000194.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,5y.jpg,
img_00000195,images/img_00000195.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,109y.jpg,
img_00000196,images/img_00000196.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,169y.jpg,
img_00000197,images/img_00000197.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,159y.jpg,
img_00000198,images/img_00000198.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,75y.jpg,
img_00000199,images/img_00000199.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,164y.jpg,
img_00000200,images/img_00000200.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,98y.jpg,
img_00000201,images/img_00000201.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,4y.jpg,
img_00000202,images/img_00000202.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,220y.jpg,
img_00000203,images/img_00000203.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,45y.jpg,
img_00000204,images/img_00000204.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,152y.jpg,
img_00000205,images/img_00000205.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,162y.jpg,
img_00000206,images/img_00000206.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,105y.jpg,
img_00000207,images/img_00000207.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,172y.jpg,
img_00000208,images/img_00000208.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,167y.jpg,
img_00000209,images/img_00000209.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,108y.jpg,
img_00000210,images/img_00000210.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,218y.jpg,
img_00000211,images/img_00000211.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,216y.jpg,
img_00000212,images/img_00000212.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,125y.jpg,
img_00000213,images/img_00000213.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,19y.jpg,
img_00000214,images/img_00000214.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,110y.jpg,
img_00000215,images/img_00000215.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,46y.jpg,
img_00000216,images/img_00000216.jpg,Blackgram - Yellow Mosaic,59,Blackgram,blackgram/BPLD,512,512,142y.jpg,
